text;language;sentiment;hate
"φιλε ======GMT-I==== –Ποιος ειπε οτι στην κριση των ιμιων τα φ-16 ηταν καθηλωμενα;;;Αυτα ειναι παραμυθια…απλα δεν ειχαμε πυραυλους ΑΙΜ-120 τους οποιους ειχαν οι τουρκοι οποτε δεν ειχαν καμια τυχη απεναντι στα τουρκικα φ-16. –Κ αυτος ητανε ο λογος που τοτε υποχωρησαμε…θα χαναμε την αεροπορια μας για πλακα.Τωρα που η τουρκικη πολεμικη αεροπορια ειχε προβλημα πιλοτων κ ανταλακτικων για τα φ-16 υποχωρησανε αυτοι…. –Σ αυτες τις περιπτωσεις τα πραγματα ειναι καθαρα…οποιος δεν μπορει να σταθει κανει πισω,,,,2 φορες σε 2 μηνες οι τουρκοι ειδαν οτι δεν εχουν τυχη κ οτι θα παθουν μεγαλη ζημια…οποτε αφου δεν τους βγηκε οπως τα υπολογιζανε καναμε πισω. –Οι τουρκοι εχουν 3 σοβαρα προβληματα… 1–Δεν εχουν πιλοτους. 2–Δεν εχουν ανταλακτικα για τα φ-16 [2 χρονια οι αμερικανοι τους δινουν ελαχιστα] 3–Δεν εχουν καθολου σχεδον ΑΑ οπλα… –Αρα ξερουν οτι ναυπηγεια-γεφυρες-ρανταρ-αεροδρομια-αμυντικη βιομηχανια κλπ…θα γινουν χωραφι… Οποτε δεν ειχαν επιλογη….";greek;negative;0
Βασικά οι ΗΠΑ και γενικότερα η Δύση θα πρέπει να καταλάβουν οτι η Τουρκία στο μέλλον θα αποτελέσει και επίσημα το μεγαλύτερο πρόβλημα ως το πρώτο κράτος – χαλιφάτο και σίγουρα δεν μπορεί να αποτελεί μέλος του ΝΑΤΟ. Απο την Ευρώπη θα έπρεπε ήδη να έχουν επιβληθεί κυρώσεις για την πολιτική δουλεμπόρου που ασκεί ή Άγκυρα στέλνοντας εκατοντάδες χιλιάδες μή πρόσφυγες ισλαμιστές προς αυτή. Η Ελλάδα επίσης θα πρέπει να σταματήσει την γελοία πολιτική που βασίζεται στην ελληνοτουρκική φιλία. Η πολιτική του κατευνασμού έχει αποτύχει._;greek;negative;0
Η Κύπρος που είναι μισό κράτος και έχει λιγότερο από ένα εκατομμύριο πληθυσμό έχει ποιο ανεξάρτητη πολιτική από τους εδώ εντολοδόχους και τα τσιράκια των Γερμανών. Απόδειξη όλων αυτών η συμφωνία που υπέγραψε με τη Γαλλία. Ο Μητσοτάκης τη μόνη «συμφωνία» που μπορεί να υπογράψει είναι με τη Siemens με τις κατάλληλες μίζες φυσικά. Το ότι οι Τούρκοι δεν τόλμησαν ποτέ με καμία προηγούμενη κυβέρνηση να προχωρήσουν σε τέτοιες προκλήσεις δίχως προηγούμενο έχει και αυτό τη σημασία του. Η Αγία Σοφία τζαμί έγινε τώρα. Οι προκλήσεις των Τούρκων έχουν πάει σε άλλο επίπεδο τώρα. Τούρκικα ερευνητικά έχουν απλώσει καλώδια και κάνουν έρευνες μέσα στην Ελληνική ΑΟΖ τώρα. Οι υπερπτήσεις μαχητικών πάνω από κατοικημένα νησιά έχουν υπερδιπλασιαστεί τώρα. Τυχαίο γεγονός θα είναι.;greek;negative;0
Το ότι μας έστειλαν 1 εκ παράνομους μετανάστες και ο αλεξης έλεγε ότι δεν μπορεί να φυλάξει τα θαλάσσια σύνορα σου διέφυγε…. Επίσης πως να τα έκαναν με τους προηγούμενους αφού είχαν συμφωνήσει ότι δεν πρέπει να είμαστε μοναχοφαιδες…. Επίσης ότι όπως «ελυσαν» το Μακεδονικό θα έκαναν και τα προβλήματα με την Τουρκία… Χαραμιζεσαι Μιχάλη, στη γενι σαφακ έπρεπε να γράφεις,όχι εδώ…;greek;negative;0
"Περίμενα να γίνει από κάποιον μια τέτοιου είδους ερώτηση. Δεν λέω εύλογη ερώτηση ωστόσο, αν δεν κάνω λάθος η χώρα μας, μάζι με την Κύπρο, είναι οι μόνες στην ευρώπη που αντιμέτωπίζουν πραγματικό πρόβλημα εισβολής. Η Κύπρος με ολοκληρωτική κατάκτηση και η χώρα μας με εδαφικό ακρωτηριασμό και φιλανδοποίηση. Αλήθεια, πόσοι ξέρουν οτι μετά τον ατυχή πόλεμο του 1897 και ως το 1912 ή χώρα μας δαπανούσε το 20% του Α.Ε.Π. της σε εξοπλισμούς. Να θυμίσω επίσης οτι το 1893 είχε προηγηθεί η χρεοκοπία του Τρικούπη. Δηλαδή, καταστάσεις αρκετά όμοιες με την σημερινή. Εφόσον η χώρα μας αντιμέτωπίζει πρόβλημα εισβολής και πολέμου γενικά, η ασφάλεια της πρέπει να είναι η πρώτη της προτεραιότητα. Άρα, ερωτήματα τύπου που θα βρεθούν τα λεφτά; εύλογα μεν άστοχα δε. Να κόψουν τα κεφάλια τους να βρουν λεφτά. Εν ανάγκη να δανειστούν (τι χρέος 180% του Α.Ε.Π. τι 200%), να κάνουν 15ετες ομόλογα, να περικόψουν πιστώσεις ακόμα και από παιδεία – υγεία. Ή βάζεις πρώτη προτεραιότητα την ασφάλεια σου, αφού απειλείσαι, ή χάνεσαι. Α και μην περιμένεται να πολεμίσει κανένας άλλος αντι για εμάς, δεν πρόκειται κανένας να το κάνει, ούτε οι Γάλλοι.";greek;negative;0
CK σου απαντησα απο που θα βρεθουν. Δεν πας να βγαλεις λεφτα με το σταυρο στο χερι. Θελει σθενος και πυγμη ακομα και εαν χρειαστει να συγκρουστεις με τους δικους σου. Ειπα λοιπον το δρομο οι λαθρομεταναστες συνταξεις μεχρι 1500 κλεισιμο υπηρεσιων που μπορουν να αντικατασταθουν απο σερβερ μεγαλοι μισθοι και συνταξεις οπως τις ΔΕΗ φινιτο στοχευεις να λειτουργησουν τα ναυπηγεια σου και οχι να φτιαχνεις ζαρτινιερες ζητας βοηθεια απο ευπορους εφοπλιστες και επιχειρματιες ναυπηγεις πλοια και εδω και εξω. Στην αρχη εξω μετα απο ενα χρονο και εδω αρκει να εχουν λειτουργησει τα ναυπηγεια αφηνεις τη δικαιοσυνη να κανει τη δουλεια της και οποιος εχει κατασπαταλησει δημοσιο χρημα, δημευση περιουσιας και δρομο αλλαζεις τους νομους για τις επενδυσεις και για νεες επιχειρησεις που σκονταφτουν στη γραφειοκρατια συμμετεχουν ελληνικες εταιριες στα νεα οπλα ηλεκτρονικο χρημα μεχρι και στο ενα λεπτο για να μην ξεφευγει κανεις απο την φορολογηση αδιαζεις τις φυλακες και στελνεις οσους μπορεις απο εκει που ηρθαν, οι υπολοιποι καταναγκαστικα εργα, αλλιως αγιο πετρο φτιαχνεις και νεες φυλακες να βαζεις μεσα τα ορκ – μπαχαλακιδες εμπαργκο στα τουρκικα προιοντα ή φορο για να μπορουν να παιρναν απο εμας. εξαγωγη συναλλαγματος στο εξωτερικο απο τους μεταναστες να μη γινεται Γενικα αυτα προυποθετουν εθνικιστικη κυβερνηση – οπλα και οχι φιλελεδες Γινεται να παρουμε τοσες μπελ που ειπα, αλλα οχι με κοινοβουλευτικο πολιτευμα. Αλλα επειδη 20 μπελ δεν γινεται να παρουμε λογο κοινοβουλευτισμου, ας βολευτουμε με 6 και 8 gowind pesco c sword και βλεπουμε ποτε θα μπορεσουμε να καταργησουμε τον κοινοβουλευτισμο.;greek;negative;0
θα σου πει την καραμελα των fms. Οποιος θελει λεφτα μπορει να βρει. Μην λεμε τα ιδια και τα ιδια. Το πλοιο αξιζει και πρεπει να παμε σε μπελ μικρες μπελ extended και pesco. Αμα ειμαστε μαγκες ας αγορασουμε τα σχεδια να κανουμε μια παραγγελια για 10 μπελ αναμεικτες και ας λειτουργησει ο σκαραμαγκας. Ολα τα αλλα τα ακουω βερεσε. Ολο λεει οτι δεν εχουμε λεφτα αλλα τα παγκακια 5000 ευρω για να καθεσαι το καλοκαιρι πανω τους και να βγαινει ο κωλος σου σαν μπιφτεκι απο τα goodys. Χορτασαμε πλεον με τις αοριστιες και τα ψεματα. Ποσα δινουν για τους μεταναστες απο τις τσεπες μας? Τωρα γιατι ανοιξαν τα συνορα ? Απο σεπτεμβρη γιατι θα μας κλεισουν παλι? Ανοιξαν για να μην αναλαβουν την ευθυνη της οικονομικης καταστρογης του τουριστικοου κλαδου και μολις τελειωσει η σεζον θα τον πιουμε ολοι εμεις για ενα 6 μηνο. Από fms σε fms μας παει ο ck και στο τελος θα πληρωνουν τα εγγονια μας για πλοια του 2025. Ειπαμε fms για οπλισμο f16, mlrs,patriot, f35. Εαν θελουν, εαν δεν θελουν στο καλο και να μας γραφουν. Υπαρχουν και αλλα αξιολογα αεροσκαφη οπως τα rafale και σιγουρα θα βγουν και αντιαεροπορικα συστημτα που θα εντοπιζουν τα φ35. Δεν θα καθομαστε να παρακαλαμε την αμερικη για βασικα πραγματα. Ποιος ο λογος να αγορασουμε οταν ο προεδρος τους δεν μας υποστηριζει και κανει μπιζνες με τον ερντο? Και που ξερουμε εμεις εαν μας βολευει με ολα αυτα που γινονται κοινωνικα στην αμερικη να μπλεξουμε με αυτους. Δεν εχουμε χρονο για συζητησεις. Δεν γινεται να θεωρεισαι υπερδυναμη και υποτιθεται να θεωρεις την ελλαδα απο τους πιο συμαντικους συμμαχους σου στην ανατολικη μεσογειο και να της πηγαινεις προταση για 4 mmsc με 4 δις. Αυτο δεν ειναι συμμαχια. Αυτο ειναι ληστεια και οταν ξεκουμπιστει ο ερντο απο την εξουσια, αμα καταφερουν να τραβηξουν παλι την τουρκια στη δυση θα μας πουλησουν.;greek;negative;0
Ακόμα δεν έχει υπογραφει τίποτα οποτε μην είσαι τόσο σίγουρος ούτε για το RAM!! Ακόμα δεν έχουμε δει επαναδιαπρaγματεuση του Γαλλικού ναυτικού με το NAVAL GROUP για τους επιπλέον VLS!! Τιμούλα για την [email protected] @ των48CELLS έχεις δει μήπως ??? Από που θα βρεθούν τα δεν μας las λέτε!! Από τα εμβασματα των λαθρομεταναστών που γραφει και ένας παραπάνω???;greek;negative;0
Δυστυχώς αυτό που έχουν καταλάβει οι Τούρκοι και έχουν αρχίσει να καταλαβαίνουν και τα υπόλοιπα γειτονικά κράτη είναι οτι η κυριαρχία τους περνάει μέσα απο το ελληνικό πολιτικό σύστημα;greek;negative;0
Αγαπητέ φίλε, συμφωνώ μαζί σου.αν είναι έτσι τα πράγματα,ποτέ οι μεγάλοι μας σύμμαχοι,να μας λύσουν μια απορια:Γιατί επί 46χρονια οι δυνάμεις κατοχής του Αττίλα στην Κύπρο χρησιμοποιούν αμερικάνικο οπλισμό και κανείς δεν τους λέει τίποτε?αυτοί γιατί μπορούν? Επίσης επειδή είμαι πολύ επικριτικός πάντα για τους εταίρους μας(εταιρες της Ε.Ε.)γιατί οι Τούρκοι χρησιμοποιούν άρματα Λεοπαρντ 2 στην Κύπρο?πως ανέχεται η Γερμανία σε κράτος μέλος της Ε.Ε,της ευρωζώνης, με το 38%του εδάφους του υπό παράνομη κατοχή να χρησιμοποιούν γερμανικά οπλικά συστήματα?;greek;negative;0
Σωστό, αυτό το είχα ξεχάσει όπως επίσης και να βγάλει καμμιά φωτογραφία χαμογελαστός αγκώνα με αγκώνα με κάποιον εντολοδόχο του. Επίσης όσο εμείς εδώ αγχωνόμαστε για Rafale και φρεγάτες ο σουλτάνος με τα εντός των τειχών προγεφυρώματά του (έποικοι και αριστεροί) συνεχίζει το σχέδιό του κατά γράμμα. https://www.defence-point.gr/news/i-ellada-apofasise-na-pethanei-katalipsi-scholeioy-gia-ti-mi-agora-rafale Ο τούρκος είναι πολύ μικρότερη απειλή από την 5η φάλαγγα που αποτελεί το βαθύ κράτος στις δυτικές ακτές της θάλασσας δίχως σύνορα…;greek;negative;0
@ SPY Και να το ειπαν σιγουρα δε θα εβγαινε προς τα εξω, το θεμα ειναι οτι αλλα λενε και αλλα κανουνε κυριως οι ηπα. Το πιο απλο, η Κυπρος δεχθηκε εισβολη η Κυπρος εχει εμπαργκο, και ο Αναστασιαδης αντι να βαλει χρηματα για rafale καθεται και το παιζει θυμα ψαχνοντας (μη γραψω κατι αλλο) συμμαχιες.;greek;negative;0
Οι Σουηδοί αν παραβιάσεις τα ¨δικαιώματα¨των λαθρομεταναστών να εποικίζουν τη χώρα σου μπορεί να σου κάνουν εμπάργκο στα εξοπλιστικά. Εκτός όσων λέγονται για τα αμερικανικά συστήματα του γκρίπεν.;greek;negative;0
«Οι Σουηδοί αν παραβιάσεις τα ¨δικαιώματα¨των λαθρομεταναστών να εποικίζουν τη χώρα σου μπορεί να σου κάνουν εμπάργκο στα εξοπλιστικά» Σωστός. Πόσο μάλλον όταν κάνουν τα μέγιστα για να εποικίσουν την ίδια τους την χώρα! Μακριά από Σουηδούς και λοιπούς που έχουν σύνδρομα αυτοκτονίας/αυτοκαταστροφής!;greek;negative;0
1. Για την τιμή του 1,7 δις, χρήσιμο θα ήταν να μας πείτε αν είναι απλά fly away cost ή αν περιλαμβάνει και άλλα. Αν είναι fly away cost, τότε είναι αλμυρή, κοινώς μας πιάσανε τον κ..ο πάνω στην ανάγκη μας. Αν έχει και άλλα, να το δούμε, όπως και να το δούμε εάν οι ίδιοι πάρουν σε αντίστοιχα υψηλή τιμή τα διχίλιαρα, αλλά για την ώρα δεν φαίνεται και πολύ συμμαχική η τιμή για retrofit αεροπλάνα. Η τιμή με προιδεάζει ότι είτε η Μπελάρα πάει (οπότε πρόσθεσαν το κέρδος στα αεροπλάνα) είτε θα μας τις πουλήσουν ανάλογα υπερτιμημένες (και δεν θα τις πάρουμε). Τέλος μου φαίνεται παράλογο να υπογράψουμε σύμβαση αγοράς των αεροπλάνων αν στην ΙΔΙΑ σύμβαση δεν έχει συμφωνηθεί ότι θα μας δώσουν τον Μετέορ. Όχι να τα πάρουμε και μετά να ανακαλυφθούν προσκόμματα πχ από ΗΠΑ γιατί να έχει έστω ένα αμερικανικό τσιπάκι ή οτιδήποτε 2. Επειδή κάποιοι αναφέρανε το αίτημα των Τούρκων για αποστρατικοποίηση, κάτι τέτοιο δεν θα γίνει ποτέ. Έτσι και αλλιώς οι συνθήκες λένε για πολύ συγκεκριμένα αποστρατικοποιημένα νησιά ενώ οι Τούρκοι τα θέλουν όλα, έτσι και αλλιώς οι συνθήκες προβλέπουν μορφή στρατού ακόμη και στα αποστρατικοποιημένα, έτσι και αλλιώς οι Τούρκοι έχουν μια στρατιά απέναντι και έχουν και «ποινικό μητρώο» σε εισβολές (Κύπρος). Τι μας λέει ότι αύριο μεθαύριο, με την πρόφαση υπεράσπισης Τούρκων λαθρομεταναστών δεν θα τους πουν μειονότητα και εισβάλουν? Και σε τελική ανάλυση, ακόμη και αν διώξουν την στρατιά του Αιγαίου, ακόμη και αν εγγυηθούν ότι δεν θα εισβάλουν οι Τούρκοι και μείνει απλά μορφή εθνοφρουράς, θα έπρεπε η ΕΕ να εγγυηθεί πλήρως την άμυνα των νησιών και μάλιστα όχι με λόγια ή γραπτά αλλά στην πράξη και με πραγματικές εγγυήσεις.;greek;negative;0
"» Έτσι και αλλιώς οι συνθήκες λένε για πολύ συγκεκριμένα αποστρατικοποιημένα νησιά ενώ οι Τούρκοι τα θέλουν όλα, έτσι και αλλιώς οι συνθήκες προβλέπουν μορφή στρατού ακόμη και στα αποστρατικοποιημένα, έτσι και αλλιώς οι Τούρκοι έχουν μια στρατιά απέναντι και έχουν και «ποινικό μητρώο» σε εισβολές (Κύπρος). Τι μας λέει ότι αύριο μεθαύριο, με την πρόφαση υπεράσπισης Τούρκων λαθρομεταναστών δεν θα τους πουν μειονότητα και εισβάλουν? Και σε τελική ανάλυση, ακόμη και αν διώξουν την στρατιά του Αιγαίου, ακόμη και αν εγγυηθούν ότι δεν θα εισβάλουν οι Τούρκοι και μείνει απλά μορφή εθνοφρουράς, θα έπρεπε η ΕΕ να εγγυηθεί πλήρως την άμυνα των νησιών και μάλιστα όχι με λόγια ή γραπτά αλλά στην πράξη και με πραγματικές εγγυήσεις.» Με ολα αυτα που εχουν γινει εσυ πιστευεις ακομα οτι η ΕΕ θα αντιδραση αμεσως; Και εχουν φτασει στο σημειο να ζητανε αποστρατωτικοποιηση των νησων ενω γνωριζουν πολυ καλα τι γινεται; Τι να πω…";greek;negative;0
Προφανώς έχει καταρρεύσει, για αυτό είπα η επίσημη κατάρρευση. η πραγματική έχει επέλθει εδώ και χρόνια. Η ιστορία της μοντέρνας (χρονολογικά) Τουρκίας από οικονομική άποψη είναι πολύ ενδιαφέρουσα: -Δεκαετίες 1960-1995: Η Τουρκία ήταν μια πολύ φτωχή χώρα, με ΑΕΠ όσο της Ελλάδας παρότι είχε πολλαπλάσιο πληθυσμό, όπερ ήταν πολλαπλάσια πιο φτωχή από την Ελλάδα (και πιο φτηνή) και με υπερπληθωρισμό (σε κάποια φάση είχε μέσο όρο 40% επί χρόνια). Η Ελλάδα από το 1993 είχε αρχίσει να παίρνει τα πάνω της και να ανεβαίνει πιο γρήγορα από την Τουρκία. -1995-2002 Όταν άρχισε να ανεβαίνει η Ελλάδα, 3 χρόνια αργότερα η ΕΕ έδωσε για πρώτη φορά μια ειδική εμπορική σχέση στην Τουρκία, που σήμαινε πρακτικά ότι μπορούσε να πουλάει στην ΕΕ κάποια προιόντα χωρίς δασμούς (κλέβοντας ουσιαστικά μερίδιο από άλλες χώρες τις ΕΕ). 1-2 χρόνια μετά η Τουρκία άρχισε να ανεβαίνει γοργά (πολλά πχ φασονατζίδικα άρχισαν να μεταφέρονται από Ελλάδα, Βουλγαρία κτλ εκεί) αλλά εξακολουθώντας να έχει προβλήματα. -2002-2005 Το 2002/3 κατέρρευσε και επειδή η λίρα πλέον μετριόταν σε χιλιάδες, εκδόσανε την νέα λίρα, κάπου το 2005 από την οποία κόψανε ΕΞΙ μηδενικά, δηλαδή ένα εκατομύριο λίρες παλιές έγινε μία λίρα νέα (τα παλιά είχαν γίνει χαρτοπετσέτες). Η οικονομία κατέρρευσε, μπήκε το ΔΝΤ να βοηθήσει, ενώ υπήρξε μια άλλη ενδιαφέρουσα βοήθεια από εμάς, μια τράπεζα πλήρωσε περίπου 5 δις να πάρει μια δικιά τους της πλάκας (στείλαμε συννάλαγμα 5 δις στην χώρα) ενώ παράλληλα παίζει να στείλαμε και άλλο συνάλλαγμα σε δάνεια στην τράπεζα αυτή για να δίνει δάνεια στις επιχειρήσεις τους. -2005-2010 Επειδή είχε καταρρεύσει, όταν πας από το 100 στο 60, μετά όταν ξαναέρχεσαι στο 100 σε έστω 4 χρόνια είναι σαν να έχεις αύξηση 10% ΑΕΠ του έτους, κοινώς μοιάζεις σαν πύραυλος. Έτσι ήταν η Τουρκία το 2006-2010. Για να στηρίξει η ΕΕ έδωσε και άλλα εμπορικά προνόμια και την έκανε σαν μέλος της ΕΕ στα δικαιώματα αλλά καμία υποχρέωση το οποίο άρχισε να διαλύει ανταγωνιστικές οικονομίες/κλάδους ΕΕ (πχ ένας Έλληνας εξάγει το Χ με 5 ευρώ, ο Τούρκος αν και το κόστος είναι 5 ευρώ, παίρνει και μισό ευρώ επιχορήγηση από το κράτος και πουλάει 4,5 σβήνοντας τον Έλληνα που δεν επιτρέπεται λόγο ΕΕ να επιδοτείται). Χαρακτηριστική περίπτωση τα ψάρια ιχθυοτροφείου. Καθώς είναι σαν ένα οφσορ μέλος της ΕΕ, πολλοί δυτικοί αντί να κάνουν εργοστάσια πλέον στις φτηνές χώρες της ΕΕ πάνε εκεί, και την ανεβάζουν ακόμη περισσότερο -2010-2015 Η Τουρκία μοιάζει να έχει (fake/υποβοηθούμενη από την ΕΕ σε ζημιά των φτωχών χωρών της που έχαναν πωλήσεις και όφελος μιας εξαγωγικής που μπορούσε να πουλήσει εκεί χωρίς δασμούς) επί 15 χρόνια και είναι το hot spot επενδυτικά παγκοσμίως, και πλέον δεν επενδύουν σε παραγωγή (είχε γίνει ακριβή) αλλά σε κατανάλωση (real estate κτλ), ο σουλτάνος τυπώνει λίρες σαν να μην υπάρχει αύριο αλλά η ισοτιμία δεν πέφτει δραματικά, γιατί συνεχίζει να έρχεται χρήμα, παρότι είναι φούσκα. -2015-σήμερα. Η οικονομία ποια έχει κλατάρει, και για να μην αυξηθεί η ανεργία και να σωθεί κάπως το τεχνητό κλιμα ανάπτυξης, αρχίζει τα φαραωνικά έργα του δημοσίου, αεροδρόμια, γέφυρες, φράγματα, διώρυγες, πυρηνικούς σταθμούς, όπλα. Τα πληρώνει τυπώνοντας συνέχεια και άλλα και άλλα λεφτά, σε μια δυτική χώρα θα είχε καταρρεύσει η ισοτιμία, και θα είχε πολλά χρέη το κράτος, αλλά έκανε ένα κόλπο. Έβαλε τις τράπεζες να πάρουν δάνεια από έξω, να δανείσουν και καλά εταιρείες να τα κάνουν αυτά (και όχι το κράτος) και έτσι μοιάζει το χρέος να μην το έχει το κράτος αλλά οι εταιρείες και τράπεζες. Είναι η περίοδος που από όπου μπορεί να βρει χρήμα (αφού δεν μπαίνει επενδυτής πια) βρίσκει τρόπους από Ιράν, από πετρέλαιο Συρίας (θυμάστε τα φορτηγά που θέριζαν οι ρώσοι), από Κατάρ, αναβάλλοντας την κατάρρευση. Μετά πήγε σε Κίνα (δρόμος μεταξιού για ΕΕ) και σε Αζερμπαϊτζάν (πολλά λεφτά από αέριο και πετρέλαιο, προστασία από στρατό Τουρκίας). -Τα λεφτά που δανείστηκε και το κράτος, και οι Τράπεζες σε δολάρια, δεν έχουν πια να τα πληρώσουν. Οι εισαγωγές τους κάθε χρόνο είναι μεγαλύτερες από τις εξαγωγές κατά 40-50 δις, που σημαίνει ότι σε 10 χρόνια έπρεπε να είχαν τελειώσει όλα τα λεφτά της Τουρκίας. Τρώνε τα λεφτά των καταθετών που είναι σε δολλάρια για να αναβάλλουν την κατάρρευση, αλλά ξαφνικά ήρθε ο κορονοιός, δεν ήρθε νέο συναλλαγμα (τουριστικό) και φάνηκε ότι λείπουν τα δολάρια των καταθετών. Η φούσκα φάνηκε και στους πιο ανίδεους, ότι έμεινε στο σπίτι τους, το κάνουν χρυσό. -Σήμερα. Παρακαλεί όπου σταθεί και βρεθεί για λεφτά, η να αλλάξουν οι ημερομηνίες των δανείων γιατί δεν έχει να τα πληρώσει, είναι σε πανικό. Αφού δεν του δανείζουν, απροκάλυπτα πια βγάζει το πιστόλι και ζητάει τα λεφτά ή την γη σου, σε Συρία, Λιβύη, Ιράκ, ΄Κύπρο και τώρα εμάς. -ΤΕΛΟΣ;greek;negative;0
Οι Αμερικανό πουλημένοι έχουν ξεπεράσει πλέον το στάδιο του ξεδιαντροπου. Έχουν αναλάβει εκτός από το να προωθούν προς πώληση τα αμερικανικα οπλα, και εργολαβία να φτιάξουν το ιματζ της αμερικής στη χώρα. Ούτε γραφείο τύπου της πρεσβείας να ήταν τόση αμεσότητα στα υπερασπιστικα άρθρα τους. Είναι καλοί οι Αμερικανοί δεν είπαν να αποσύρετε τα mlrs από τα νησιά! Μας λένε. Αφήστε μας να έχουμε τι δική μας άποψη. Καθώς ξέρουμε πόσο μεγαλύτερη γεωστρατηγικη αξία έχουν οι Τούρκοι από εμάς για την Αμερική (και λογικό είναι λόγω μεγέθους Τουρκίας vs ελλαδας). Νομίζω έχουν ξεπεράσει και τα ρωσοσαιτ που κορόιδευαν σε κατάντια. Δεν έχει πιο κάτω.;greek;negative;0
"Κανοντας αλλη μια προσπαθεια να καταλαβεις σου απαντω για οτι παραμυθι γραφεις απο το μενος σου εναντιον της αστυνομιας!!!Οι φωτογραφιες του αρθρου ολες μα ολες δειχνουν αστυνομικουςεπανω ακριβως στη μεθοριο εκτος απο μια αναμνηστικη προφανως στο εκκλησακι στο Πεπλο του Καραγωγου εκτος απο μια που δειχνει ενα VBL ΠΙΣΩ απο τα ΜΑΤ αυτο που σου το λεω συνεχεια αλλα εσυ περα βρεχει …προφανως θα λες ιστοριες που εβλεπες απο τις μαχες των ΜΑΤ 100 μετρα πισω τους στην ασφαλεια σου με τον καφε και το κινητο στο χερι αν ισχυει οτι και καλα εισαι εκει …παμε παρακατω,λες παλι ως ασχετος οταν πεφτουν 100 μετρα μακρυα σου σφαιρες πας να δεις τι συμβαινει…..ρε μεγαλε καλο το κομμαντιλικι απ το πληκτρολογιο αλλα τοσο ασχετοσυνη;Εσυ μπορεις να φωναξεις και αερα…Το πρωτο πραγμα που κανεις οταν δεχεσαι η εχεις πυρα πλησιον σου απο τοσο μικρη αποσταση ειναι καλυψη και αφου δεις απο που προερχονται και κατευθυνονται πανω σου ανταποδιδεις οχι οταν ριχνουν 100 μετρα ξεκινας …αλλα εσυ εισαι ραμπο ειπαμε αν σου ριχναν τωρα θα ησουν εξω απο την κωνσταντινουπολη!!!Τον Ηλιακη δεν τον κατεριψαν κατα λαθος αλλα εσκεμενα πιγε ο τουρκος απο πανω του και με το φτερο χτυπησε την καλυπτρα του γνωριζοντας οτι θα χαθουν και τα δυο αεροσκαφη αλλα θα σκοτωσει τον ελληνα.Το περιστατικο στο πεπλο ειναι ακριβως το αντιθετο απο οσα υποστηριζεις και οσα πιστευεις αλλα ειπαμε η εμπαθεια κι η ασχετοσυνη…στο πεπλο ανταπεδωσαν οι ελληνες και σκοτωσαν τουρκους γιατι βληθει ο στρατιωτης μας και δεν υπηρχαν πυρα 100 μετρα πιο περα .Ψυχραιμια κρατανε οι επαγγελματιες και αντιδρουν δυναμικα εκει που πρεπει δεν παραδιδουν τα οπλα και δεν παραδινονται σε συνεννοηση με το διοικητη τους αλλα το κανεις γαργαρα αυτο κουβεντα δεν λες γιατι εχει γινει πολλες φορες στη μουγγα ,κρατουν αμυντικη σταση για χαρη της κοινωνικης ειρηνης.Αλλα ειπαμε θα πας στρατο ή αν λες αληθεια οτι ησουν εκει μαλλον θα ησουν καποιος που απλα παρακολουθουσε η φιδιαζε οπως λεγαμε στο στρατο κι ελεγε μετα τις ιστοριες που εβλεπε νομιζοντας οτι συμμετειχε στις μαχες μεχρι να συναντησει καποιον που συμμετειχε πραγματικα .";greek;negative;0
ρε ριζο στην τριτη φωτογραφια ξερεις που πανε οι στρατιωτες? Ψαξε βρες τα ρεπορταζ του Κωστιδη νυχτα στα συνορα που οι στρατιωτες ηταν στο 1 μετρο απο τους βαζιβουζουκους και τους χωριζε μονο ενα συρμα. Ναι ο τουρκος πηγε να ριξει και το δικο του αεροπλανο ειχε αυτοκτονικες τασεις. Στο επεισοδιο στον Πεπλο γραφω τιποτα διαφορετικο? Βεβαια με 12 που εβγαλες το λυκειο που να ξερεις ελληνικα. Το φιδιαζες ειναι το μονο που εμαθες στο στρατο? ετσι εξηγειται που ησουν καρπαζοεισπρακτορας. Αν οι στρατιωτες στον Πεπλο οταν ακουγαν πυροβολισμους καθονταν στο φυλακιο και καλυπτονταν μεχρι να σταματησουν τοτε το επεισοδιο θα ειχε αλλη καταληξη. Καλα θεωρεις οτι τα 100 μετρα ειναι κοντα? Βεβαια αφου δεν πρεπει να δωσεις αναφορα στον προισταμενο γιατι θα τον διακοψεις απο τον φραπε του, καθεσαι και περιμενεις . Αν καποιος χρειαζεται βοηθεια εκεινη την ωρα θα το διαπιστωσεις μετα. Κλασικη λογικη των περισσοτερων απο τους σωτηρες του εβρου. Καλα πιστευεις οτι οταν εγινε το επεισοδιο οι δυο ειπαν »μισο λεπτο να παρουμε τηλεφωνο τον διοικητη να ρωτησουμε αν θα παραδοθουμε» και η αλλοι ειπαν »αν δεν εεις μοναδες παρε απο το δικο μου». Μα εισαι καλα με εκανες και γελασα.;greek;negative;0
